,corpus,val
1793,but overall give 10,1
1794,though spider roll may look like challenge eat soft shell crab hanging roll well worth price pay,1
1795,deep fried skewer good and still rare find nyc,1
1796,also recommend rice dish different variety congee (rice porridge),1
1797,tuna tartar appetizer die,1
1798,one best restaurant I ever,1
1799,oasis refinement: food though somewhat uneven often reach pinnacle new american fine cuisine - chef's passion (and kitchen's precise execution) evident fish dish and soup,1
1800,love wine and cheese and delicious french fare love artisanal,1
1801,love indian food and consider quite expert,1
1802,baby pizza get wish,1
1803,plenty choice make creation,1
1804,overall oh ya even though waiting deff worth,1
1805,lava cake dessert incredible and recommend,1
1806,vt baby pizza hope grow,1
1807,lahore great place duck late-night need really tasty food cheap -- likely trouble finishing amount food get four dollar,1
1808,good selection wine ranging affordable high end,1
1809,nice restaurant overall classic upscale italian decor,1
1810,entire dining experience wonderful,1
1811,wine selection (by glass and bottle) wonderful and always recommend friend make reservation going town,1
1812,service highly refined: seating delayed 35 minute past reservation and maitre d' apologized and regularly kept u apprised progress,1
1813,order panang duck fantastic,1
1814,food usually very good though occasionally wondered freshness raw vegatables side order,1
1815,crappy service two individual great,1
1816,wondering best deal noticed line formed wait one particular establishment,1
1817,authentic indian amazing price,1
1818,treated like royality,1
1819,nice and quiet small but enough 6 (or more),1
1820,ambiance- relaxed and stylish,1
1821,I never felt unwelcome last month jimmy's bronx cafe,1
1822,luckily saved room bbq salmon sea bass and crispy duck,1
1823,and yes dal bukhara dam good and kababs,1
1824,look forward eating,1
1825,I coming child and always come back taste,1
1826,tuk tuk one comfortable neighborhood joint know always good meal fair price,1
1827,glass leaping lizard glass prosecco and mussel everything happy,1
1828,food always taste fresh and served promptly,1
1829,pizza delicious,1
1830,monthly basis friend and get together and girl night,1
1831,pizza and garlic knot great well order quite often and delivery always super quick,1
1832,great chinese food nearby wu liang ye and grand sichuan block away,1
1833,place really trendy,1
1834,never disappointed red eye,1
1835,hat chef,1
1836,service could improved but overall place understands importance little thing (the heavy black antique-seeming teapot one) restaurant experience,1
1837,pizza delicious - use fresh mozzarella instead cheap frozen shredded cheese common pizzaria's,1
1838,excellent place relax and food one best city new york,1
1839,service friendly and never problem walking and getting table,1
1840,atmosphere crowded but great bistro-type vibe,1
1841,even better price very affordable well and food really good,1
1842,fish fresh but variety fish nothing ordinary,1
1843,favorite meal pesto pizza house salad and good bottle wine,1
1844,and kruno beverage manager best bartender yet come across,1
1845,ambiance and music funky enjoy,1
1846,food drink and service clearly among best city,1
1847,went late afternoon bite size food and refreshment date,1
1848,really great deal considering got full four dollar,1
1849,understand area and folk need not come romantic alluring ambiance five star service featuring sommlier and complicated maze captain and back waiter - come authentic food taste experiance,1
1850,friend and vacation ny and referred chance friend,1
1851,try tandoori salmon,1
1852,granted space smaller best service find even largest restaurant,1
1853,recommended place friend always get good response,1
1854,return many time oasis mid-town,1
1855,love atmorphere @ peep,1
1856,enjoy,1
1857,one favorite restaurant and not missed,1
1858,service attentive and suggestion menu item right mark,1
1859,night $30 three course meal and everything delicious - could licked plate clean would,1
1860,even getting pushed no-class famous ray's sal risen carry father's uncle's legacy smile true love community and let u not forget outstanding pizza,1
1861,rather cramped and busy restaurant and close early,1
1862,crawfish boiled and despite making mess ton fun and quite tasty well,1
1863,very high expectation place and made reservation couple month advance special occasion,1
1864,served warm and soft fluffy interior,1
1865,among new 5th avenue restaurant offer far one best value money,1
1866,food great,1
1867,succulent steak cooked precisely desired 'doneness' accompanied salad and side not look like leafy road kill,1
1868,lunch came pickels and slaw no extra charge,1
1869,decent wine reasonable price,1
1870,conveniently delivered right door,1
1871,even wine glass good,1
1872,nice family owned traditional restaurant,1
1873,dish favorite and always get go and never get tired,1
1874,also ordered change mojito world,1
1875,thing wonderful food (which exceptional) service,1
1876,very pleasantly surprised,1
1877,anti-pasta excellent especially calamari filling pasta main,1
1878,waitress suggested glass wine went very well food,1
1879,might business counter give order but food say love,1
1880,very particular sushi and please every choice included: ceviche mix (special) crab dumpling assorted sashimi sushi and roll two type sake and banana tempura,1
1881,try plain pizza fresh garlic eggplant,1
1882,planet thai great,1
1883,takeout menu say keep eye expanded menu offering italian dish cannot wait,1
1884,trust great and devoured no time,1
1885,girlfiends and ate o g last night,1
1886,wish one near office- would go everyday,1
1887,not experienced person come thai food but friend took,1
1888,regardless whether two people two hundred people ahead hostess take name and tell five minute,1
1889,pizza good though,1
1890,bottle wine cheap and good,1
1891,not disapointed,1
1892,not dissatisfied,1
1893,food le likely disliked,1
1894,staff not noncooperative,1
1895,100 different beer offer thier guest made husband very happy and food delicious must recommend dish must pumkin tortelini,1
1896,must crabmeat lasagna world and chocolate bread pudding dessert,1
1897,word advice save room pasta dish and never leave tiramisu,1
1898,very good service and very good price,1
1899,recently went restaurant co-worker lunch and amazing time,1
1900,service impeccable and unobtrusive -- staff know -- know menu present meal and attend need,1
1901,ess-a-bagel (either sty-town midtown) far best bagel ny,1
1902,food great,1
1903,open late (well late ever got and I night person),1
1904,get food go find bench and kick back plate dumpling,1
1905,please try filet mignon tender piece ever,1
1906,everything pretty good but,1
1907,sake menu should not overlooked,1
1908,would highly recommend,1
1909,place great,1
1910,drink amazing and half till 8pm,1
1911,I back nha trang literally hundred time beef cube - good,1
1912,many poor experience theater district truly excellent find,1
1913,service wine selection ambiance outstanding and deserve recognition,1
1914,really also service good and waiter friendly,1
1915,suan recommendation glad heeded,1
1916,visit least month,1
1917,set far small street and no traffic noise,1
1918,felt though eating paris,1
1919,lived shanghai life and thought food comparable flagship green bo restaurant,1
1920,highly recommend cafe st bart's food ambience and wonderful service,1
1921,nice value,1
1922,gigino's wagner park enjoyable,1
1923,and quick very important,1
1924,nice restaurant looking good place host intimate dinner meeting business associate,1
1925,nyu student love place make fun young atmosphere,1
1926,food great service name (cantonese ),1
1927,prix fixe menu worth every penny and get enough (both quantity and quality),1
1928,I 3 time lunch and one favorite city,1
1929,work near-by and best oatmeal neighborhood- not packaged quick-cooked item,1
1930,always busy but fast moving,1
1931,sexy,1
1932,food really good onion soup and one best ever,1
1933,say bengali fast food joint clearly favorite,1
1934,overall solid restaurant and le $40pp (including wine) solid deal well,1
1935,even john's and joe's around corner place make name,1
1936,melted little mouth and perfect consistency-not fishy creamy and slightly buttery,1
1937,girlfriend convinced go night quick bite,1
1938,sure everyone's got favorite but know sal know new york,1
1939,think absolutely brilliant and well runned business operation,1
1940,friend spoke much month finally made time come ear and dine,1
1941,recommend getting reservation even though saw people seated without one,1
