reviews,Rating
"The wait staff is pleasant, fun, and for the most part gorgeous, in the wonderful aesthetic beautification way",1
"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",2
Service was very good and warm.,1
For dinner I had the chicken tikka-masala and some garlic naan.,2
Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,0
"Like others have said, don't expect the restaurant to make a night out romantic for you and yes, a busy restaurant may require you to wait.",0
"Seriously, this place has kickass burgers",1
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,1
"Also, because it is so thin, it gets cold very quickly and its not that filling.",0
The food is nothing like its menu description.,0
Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,1
It's just O.K. pizza.,2
I loved it and would HIGHLY RECOMMEND.,1
I've been here twice now.,1
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",2
THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,1
"The service was a bit slow, but they were very friendly.",2
"However, I do not understand the extraordinary hype about this restaurant.",0
It's a small cute restaurant.,1
I will be returning.,1
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",1
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,1
Thius is a must for anyone who loves Shabu-Shabu.,1
The food was absolutely horrible!,0
Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,1
Restaurant was dirty and unkempt.,0
Nice place though.,1
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,1
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",1
It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,1
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",1
"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",1
"Not the greatest sushi place, but excellent for a budget friendly place",1
"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",1
The Thai ice tea was amazingly smooth and yummy!,1
We've never had any problems with the staff but maybe we've been lucky?,1
Drinks way over priced.,0
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,0
What I didn't like was how the food came right after it was ordered.,0
"But WARNING: to all those that use this site be weary, be very weary of recommendations.",0
Moderate prices.,2
We had a great time at the Jekyll and hyde Pub last night.,1
Try it side by side and there's no comparison.,2
I think I've had some the best meals of my life at minnow.,1
My biggest complaint was the un-tasty food although presented well.,2
"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",1
So sorry I can't rate this better.,0
"Most importantly, food is excellent.",1
Buon appetito! looks superb,1
"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",2
"If we were to move from the upper east side, we would genuinely miss this restaurant.",1
"food was good, ambience was worse, service worst",0
"ambience was worse, service was better",1
I missed this place,1
Good place to hangout with buddies,1
"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",1
"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.",1
"However, service was as plain as sesame crusted Salmon I had.",0
I would highly recommend it.,1
It's great to go for a quick lunch either alone or with a friend.,1
The food was mediocre at best but it was the horrible service that made me vow never to go back.,0
LOVE THIS PLACE.,1
So some of the reviews here are accurate about the crowd and noise.,2
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",1
"Finally, after all the raving I went to check it out with one of my enthusiastic friends this last Saturday night and let me tell you its all its cracked up to be.",1
Place should also have a low rating to be more authentic...,0
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",0
Went last Thursday came home in frustation,0
I love this place more and more everytime i go.,1
I go and eat out at many different restaurants and this is one place you have go and try.,1
"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",2
"We only ordered desserts and drinks, but no refills were offered.",0
Saul is the best restaurant on Smith Street and in Brooklyn.,1
Waiters are slow but sweet.,2
"I have been here a few times for dinner, once for brunch and twice for lunch.",1
We went to Ino for romantic Valentines dinner.,1
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",1
